table_code,page_number,part,table_name
tc1167,1164,教育,各小学校別教員数-児童数1(私立)-古川尋常小学校-堀川尋常高等小学校-六和女学校-大谷女子小学校
tc1168,1165,教育,各小学校別教員数-児童数1(私立)-元町女子尋常高等小学校-吉祥尋常小学校-恵似尋常小学校
tc1169,1166,教育,各小学校別教員数-児童数2(市立)-弥生小学校-東川小学校-青柳小学校
tc1170,1167,教育,各小学校別教員数-児童数2(市立)-常磐小学校-幸小学校-大森小学校
tc1171,1168,教育,各小学校別教員数-児童数2(市立)-新川小学校-松風小学校-若松小学校
tc1172,1169,教育,各小学校別教員数-児童数2(市立)-巴小学校-高盛小学校-千代ヶ岱小校
tc1173,1170,教育,各小学校別教員数-児童数2(市立)-中島小学校-柏野小学校-万年橋小学校
tc1174,1171,教育,各小学校別教員数-児童数2(市立)-八幡小学校-湯川小学校-亀尾小学
tc1175,1172,教育,各小学校別教員数-児童数2(市立)-鱒川小学校-蛾眉野小学校-港小学校
tc1176,1173,教育,各小学校別教員数-児童数2(市立)-千代田小学校-駒場小学校-谷地頭小学校
tc1177,1174,教育,各小学校別教員数-児童数2(市立)-金堀小学校-日吉が丘小学校-石崎小学校
tc1178,1175,教育,各小学校別教員数-児童数2(市立)-宇賀小学校-銭亀沢小学校-上湯川小学校
tc1179,1175,教育,各小学校別教員数-児童数2(市立)-西小学校-深堀小学校-東小学校
tc1180,1176,教育,各小学校別教員数-児童数2(市立)-亀田小学校-桔梗小学校-赤川小学校
tc1181,1176,教育,各小学校別教員数-児童数2(市立)-鍛神小学校-鍛神小学校東山分校-昭和小学校
tc1182,1177,教育,各小学校別教員数-児童数2(市立)-中の沢小学校-本通小学校-中央小学校
tc1183,1177,教育,各小学校別教員数-児童数2(市立)-北日吉小学校-高丘小学校-北昭和小学校
tc1184,1178,教育,各小学校別教員数-児童数2(国立-私立)-北海道師範大学附属函館小学校-函館三育小学校a
tc1185,1178,教育,各小学校別教員数-児童数2(市立)-北美原小学校
tc1186,1178,教育,各小学校別教員数-児童数2(市立)-東山小学校-中部小学校-旭岡小学校
tc1187,1179,教育,各小学校別教員数-児童数2(国立-私立)-北海道師範大学附属函館小学校-函館三育小学校b
tc1188,1180,教育,中学校-函館中学校a
tc1189,1180,教育,中学校-函館市立中学校
tc1190,1180,教育,中学校-函館高等女子学校a
tc1191,1181,教育,中学校-函館中学校b
tc1192,1181,教育,中学校-函館高等女子学校b
tc1193,1182,教育,実業学校-函館商業学校a
tc1194,1182,教育,実業学校-函館商船学校a
tc1195,1183,教育,実業学校-函館商業学校b
tc1196,1183,教育,実業学校-函館商船学校b
tc1197,1184,教育,実業学校-函館工業学校
tc1198,1185,教育,実業補習学校-函館商業補習学校-夜間
tc1199,1185,教育,実業補習学校-函館女子商業学校-夜間
tc1200,1185,教育,実業補習学校-函館工業補習学校-夜間
tc1201,1185,教育,実業補習学校-弥生商工補習学校-夜間
tc1202,1185,教育,実業補習学校-高砂女子実業補習学校-夜間
tc1203,1186,教育,実業補習学校-函館商工実習学校-夜間
tc1204,1186,教育,青年学校-統計表
tc1205,1187,教育,高等水産学校-師範学校-函館師範学校
tc1206,1187,教育,高等水産学校-師範学校-函館高等水産学校
tc1207,1187,教育,高等水産学校-師範学校-北海道函館師範学校
tc1208,1188,教育,私立各種学校(戦前)-遺愛女学校-聖保禄女学校-聖保禄高等女学校a
tc1209,1189,教育,私立各種学校(戦前)-遺愛女学校-聖保禄女学校-聖保禄高等女学校b
tc1210,1190,教育,私立各種学校(戦前)-函館盲啞院-大谷高等女学校-吉祥女学校a
tc1211,1190,教育,私立各種学校(戦前)-正教学校-靖和学校-函館土人学校
tc1212,1191,教育,私立各種学校(戦前)-函館盲啞院-大谷高等女学校-吉祥女学校b
tc1213,1192,教育,私立各種学校(戦前)-実践女学校-実践高等女学校
tc1214,1193,教育,私立各種学校(戦前)-大妻女子高等技芸学校-昭和女子高等技芸学校-函館経理学校
tc1215,1194,教育,中学校総覧
tc1216,1195,教育,高校総覧
tc1217,1196,教育,大学-函館大学
tc1218,1196,教育,大学-北海道大学水産学部
tc1219,1196,教育,大学-北海道教育大学函館分校
tc1220,1197,教育,短期大学-高等専門学校-函館工業高等専門大学
tc1221,1197,教育,短期大学-高等専門学校-函館短期大学-函館大谷短期大学
tc1222,1198,教育,盲-聾-養護学校-函館盲学校-函館聾学校a
tc1223,1199,教育,盲-聾-養護学校-函館盲学校-函館聾学校b
tc1224,1199,教育,盲-聾-養護学校-函館盲学校-北海道教育大学教育学部附属養護学校(精神薄弱)
tc1225,1200,兵事,兵員数及び徴兵人員数a
tc1226,1201,兵事,兵員数及び徴兵人員数b
